"id_kit","cod_programa","nom_programa","programa","cod_meta","nom_meta","meta","cod_subfin","nom_subfin","sub_finalidad","cod_producto","cod_actividad","cod_clasificador","nom_clasificador","clasificador","nivel","tipo_bien","tipo_calculo","cod_item_fam","nom_item_fam","item_fam"
1313,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",62,"EVALUACION CLINICA Y TAMIZAJE LABORATORIAL DE PERSONAS CON RIESGO DE PADECER ENFERMEDADES CRONICAS NO TRANSMISIBLES","62 EVALUACION CLINICA Y TAMIZAJE LABORATORIAL DE PERSONAS CON RIESGO DE PADECER ENFERMEDADES CRONICAS NO TRANSMISIBLES",1029,"PERSONAS DE 40 A 59 AÑOS CON VALORACIÓN CLÍNICA DE FACTORES DE RIESGO Y TAMIZAJE LABORATORIAL","5001507 PERSONAS DE 40 A 59 AÑOS CON VALORACIÓN CLÍNICA DE FACTORES DE RIESGO Y TAMIZAJE LABORATORIAL","3000015","5000113","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351100020021","CREATININA CINETICA X 200 DETERMINACIONES","351100020021 CREATININA CINETICA X 200 DETERMINACIONES"
1314,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",19,"ATENCION DE LA GESTANTE CON COMPLICACIONES","19 ATENCION DE LA GESTANTE CON COMPLICACIONES",123,"OTRAS ENFERMEDADES DEL EMBARAZO","3329417 OTRAS ENFERMEDADES DEL EMBARAZO","3033294","5000044","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"351100020021","CREATININA CINETICA X 200 DETERMINACIONES","351100020021 CREATININA CINETICA X 200 DETERMINACIONES"
1315,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",46,"BRINDAR TRATAMIENTO PARA TUBERCULOSIS A PERSONAS CON COMORBILIDAD","46 BRINDAR TRATAMIENTO PARA TUBERCULOSIS A PERSONAS CON COMORBILIDAD",233,"ATENCION CURATIVA DE TB Y DIABETES MELLITUS","4397401 ATENCION CURATIVA DE TB Y DIABETES MELLITUS","3043974","5000084","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351100020158","GLUCOSA ENZIMATICA X 100 DETERMINACIONES","351100020158 GLUCOSA ENZIMATICA X 100 DETERMINACIONES"
1316,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",17,"POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR","17 POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR",98,"AQV FEMENINO","3329103 AQV FEMENINO","3033291","5000042","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351100020158","GLUCOSA ENZIMATICA X 100 DETERMINACIONES","351100020158 GLUCOSA ENZIMATICA X 100 DETERMINACIONES"
1317,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",16,"ATENCION PRENATAL REENFOCADA","16 ATENCION PRENATAL REENFOCADA",84,"EXAMENES DE LABORATORIO COMPLETO","3317204 EXAMENES DE LABORATORIO COMPLETO","3033172","5000037","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351100020158","GLUCOSA ENZIMATICA X 100 DETERMINACIONES","351100020158 GLUCOSA ENZIMATICA X 100 DETERMINACIONES"
1318,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000021236","TRIS BASE LIBRE DE ADNASAS Y ARNASAS X 1 kg","351000021236 TRIS BASE LIBRE DE ADNASAS Y ARNASAS X 1 kg"
1319,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600090319","KIT DE EXTRACCION DE ADN X 250 DETERMINACIONES","358600090319 KIT DE EXTRACCION DE ADN X 250 DETERMINACIONES"
1320,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",55,"DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS","55 DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS",303,"DIAGNOSTICO LABORATORIAL DE LEPTOSPIROSIS","4398419 DIAGNOSTICO LABORATORIAL DE LEPTOSPIROSIS","3043984","5000094","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600090319","KIT DE EXTRACCION DE ADN X 250 DETERMINACIONES","358600090319 KIT DE EXTRACCION DE ADN X 250 DETERMINACIONES"
1321,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",26,"ATENCION DEL RECIEN NACIDO CON COMPLICACIONES","26 ATENCION DEL RECIEN NACIDO CON COMPLICACIONES",148,"ASFIXIA DEL NACIMIENTO","3330602 ASFIXIA DEL NACIMIENTO","3033306","5000054","2.3. 1 99. 1  2","PRODUCTOS QUIMICOS","2.3. 1 99. 1  2 PRODUCTOS QUIMICOS","I","B",4,"351100020328","REACTIVO PARA GASES ELECTROLITOS Y METABOLITOS SANGUINEOS ARTERIALES","351100020328 REACTIVO PARA GASES ELECTROLITOS Y METABOLITOS SANGUINEOS ARTERIALES"
1322,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",6,"285400100080","LAMPARA ELECTRICA DE MESA CON LUPA","285400100080 LAMPARA ELECTRICA DE MESA CON LUPA"
1323,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600092305","KIT DE DIFERENCIACION MOLECULAR RAPIDA DEL COMPLEJO DE MYCOBACTERIUM TUBERCULOSIS X 96 DET.","358600092305 KIT DE DIFERENCIACION MOLECULAR RAPIDA DEL COMPLEJO DE MYCOBACTERIUM TUBERCULOSIS X 96 DET."
1324,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1844,"NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3325510 NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3033255","5000018","2.3. 1  9. 1  2","MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","2.3. 1  9. 1  2 MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","I","B",2,"169400010019","CUCHARA DE PLASTICO X 7 in","169400010019 CUCHARA DE PLASTICO X 7 in"
1325,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",55,"DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS","55 DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS",303,"DIAGNOSTICO LABORATORIAL DE LEPTOSPIROSIS","4398419 DIAGNOSTICO LABORATORIAL DE LEPTOSPIROSIS","3043984","5000094","2.3. 1  7. 1  1","ENSERES","2.3. 1  7. 1  1 ENSERES","I","B",3,"169400030049","ESPATULA DE ACERO INOXIDABLE 12.5 cm X 15 cm X 33 cm CON MANGO DE MADERA ","169400030049 ESPATULA DE ACERO INOXIDABLE 12.5 cm X 15 cm X 33 cm CON MANGO DE MADERA "
1326,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",19,"ATENCION DE LA GESTANTE CON COMPLICACIONES","19 ATENCION DE LA GESTANTE CON COMPLICACIONES",118,"INFECCION DEL TRACTO URINARIO EN EL EMBARAZO","3329409 INFECCION DEL TRACTO URINARIO EN EL EMBARAZO","3033294","5000044","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600010687","DISCO DE SENSIBILIDAD DE AMIKACINA 30 µg X 100 DISCOS","358600010687 DISCO DE SENSIBILIDAD DE AMIKACINA 30 µg X 100 DISCOS"
1327,24,"PREVENCION Y CONTROL DEL CANCER","0024 PREVENCION Y CONTROL DEL CANCER",85,"TAMIZAJE PARA DETECCION DE CANCER DE COLON Y RECTO","85 TAMIZAJE PARA DETECCION DE CANCER DE COLON Y RECTO",1064,"TAMIZAJE PARA DETECCION DE CANCER DE COLON Y RECTO","0215080 TAMIZAJE PARA DETECCION DE CANCER DE COLON Y RECTO","3000817","5006007","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600092543","KIT PARA DETECTAR HEMOGLOBINA DE SANGRE OCULTA EN HECES ","358600092543 KIT PARA DETECTAR HEMOGLOBINA DE SANGRE OCULTA EN HECES "
1328,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600100024","AGAR CISTINA TRIPTONA X 500 g","358600100024 AGAR CISTINA TRIPTONA X 500 g"
1329,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600100338","SISTEMA D/TRANSPORTE PARA HISOPADOS PARA CULTIVO CAJA X 50UND.","358600100338 SISTEMA D/TRANSPORTE PARA HISOPADOS PARA CULTIVO CAJA X 50UND."
1330,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1844,"NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3325510 NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3033255","5000018","2.3. 1  9. 1  2","MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","2.3. 1  9. 1  2 MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","I","B",2,"235200050514","JUEGO DE VERDURAS DE PLASTICO X 15 PIEZAS","235200050514 JUEGO DE VERDURAS DE PLASTICO X 15 PIEZAS"
1331,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",35,"BRINDAR TRATAMIENTO OPORTUNO PARA TUBERCULOSIS","35 BRINDAR TRATAMIENTO OPORTUNO PARA TUBERCULOSIS",211,"ATENCION CURATIVA ESQUEMA TB SENSIBLE (SIN INFECCION POR VIH/SIDA)","4396501 ATENCION CURATIVA ESQUEMA TB SENSIBLE (SIN INFECCION POR VIH/SIDA)","3000672","5006272","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"355100020185","SOLUCIÓN LISANTE LEO (II) PARA ANALIZADOR HEMATOLÓGICO X 400 mL","355100020185 SOLUCIÓN LISANTE LEO (II) PARA ANALIZADOR HEMATOLÓGICO X 400 mL"
1332,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600050340","MARCADOR PRE-TEÑIDO SDS-PAGE DE PROTEINAS-BROAD RANGE-7-205KD","358600050340 MARCADOR PRE-TEÑIDO SDS-PAGE DE PROTEINAS-BROAD RANGE-7-205KD"
1333,1,"PROGRAMA ARTICULADO NUTRICIONAL","0001 PROGRAMA ARTICULADO NUTRICIONAL",4,"VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO","4 VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO",48,"ANALISIS FISICO / QUIMICOS","3326008 ANALISIS FISICO / QUIMICOS","3000609","5004428","2.3. 1 99. 1  2","PRODUCTOS QUIMICOS","2.3. 1 99. 1  2 PRODUCTOS QUIMICOS","I","B",4,"351000010261","KIT DE REACTIVOS PARA DETERMINACION DE CLORURO EN AGUA (RANGO 5 - 400 mg/L) X 50 DETERMINACIONES","351000010261 KIT DE REACTIVOS PARA DETERMINACION DE CLORURO EN AGUA (RANGO 5 - 400 mg/L) X 50 DETERMINACIONES"
1334,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",55,"DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS","55 DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS",286,"DETECCIÓN Y DIAGNÓSTICO DE CASOS DE RABIA","4398402 DETECCIÓN Y DIAGNÓSTICO DE CASOS DE RABIA","3043984","5000094","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"351000020125","AGUA DESTILADA APIROGENA X 1 L","351000020125 AGUA DESTILADA APIROGENA X 1 L"
1335,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",96,"ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19","96 ADQUISICION Y DISTRIBUCION DE PRODUCTOS DE PRIMERA NECESIDAD - COVID-19",1787,"INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","0315290 INTERVENCIÓN DE LA GESTIÓN DEL RIESGO DE DESASTRES FRENTE AL COVID-19","3000734","5006269","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"358600091854","TIRA REACTIVA PARA GLUCOMETRO X 25 DETERMINACIONES","358600091854 TIRA REACTIVA PARA GLUCOMETRO X 25 DETERMINACIONES"
1336,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",94,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","94 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES",839,"ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","5005610 ADMINISTRACION Y ALMACENAMIENTO DE INFRAESTRUCTURA MOVIL PARA LA ASISTENCIA FRENTE A EMERGENCIAS Y DESASTRES","3000734","5005610","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"358600091854","TIRA REACTIVA PARA GLUCOMETRO X 25 DETERMINACIONES","358600091854 TIRA REACTIVA PARA GLUCOMETRO X 25 DETERMINACIONES"
1337,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1844,"NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3325510 NIÑOS MENORES DE 36 MESES CON CONTROLES CRED COMPLETO PARA SU EDAD","3033255","5000018","2.3. 1  9. 1  2","MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","2.3. 1  9. 1  2 MATERIAL DIDACTICO, ACCESORIOS Y UTILES DE ENSEÑANZA","I","B",2,"317500150365","JUGUETE VAJILLAS DE PLASTICO JUEGO X 16 PIEZAS","317500150365 JUGUETE VAJILLAS DE PLASTICO JUEGO X 16 PIEZAS"
1338,1,"PROGRAMA ARTICULADO NUTRICIONAL","0001 PROGRAMA ARTICULADO NUTRICIONAL",4,"VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO","4 VIGILANCIA DE LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO",48,"ANALISIS FISICO / QUIMICOS","3326008 ANALISIS FISICO / QUIMICOS","3000609","5004428","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"351000010286","KIT DE REACTIVOS PARA DETERMINACION DE CROMO HEXAVALENTE EN AGUAS SUPERFICIAL X 100 DETERMINACIONES","351000010286 KIT DE REACTIVOS PARA DETERMINACION DE CROMO HEXAVALENTE EN AGUAS SUPERFICIAL X 100 DETERMINACIONES"
1339,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",55,"DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS","55 DIAGNOSTICO Y TRATAMIENTO DE CASOS DE ENFERMEDADES ZOONOTICAS",286,"DETECCIÓN Y DIAGNÓSTICO DE CASOS DE RABIA","4398402 DETECCIÓN Y DIAGNÓSTICO DE CASOS DE RABIA","3043984","5000094","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",2,"351000020225","BICARBONATO DE SODIO ANHIDRIDO P.A. X 500 g","351000020225 BICARBONATO DE SODIO ANHIDRIDO P.A. X 500 g"
1340,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",29,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS","29 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE VIH SIDA - TUBERCULOSIS",1327,"EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","4395005 EVALUACIÓN DE DIAGNÓSTICO ESPECIALIZADO TB/VIH-SIDA","3000001","5004433","2.3. 1  8. 2  1","MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","2.3. 1  8. 2  1 MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO","I","B",4,"358600010584","PENICILINA G SODICA X 100 000 000 UI","358600010584 PENICILINA G SODICA X 100 000 000 UI"
